list-il-none,4,16,1,192,424754,2212
list-i-m,4,16,1,192,331364,1725
list-d-m,4,16,1,192,261877,1363
list-il-m,4,16,1,192,1259433,6559
list-dl-m,4,16,1,192,702722,3660
list-i-s,4,16,1,192,263808,1374
list-d-s,4,16,1,192,232177,1209
list-il-s,4,16,1,192,919800,4790
list-dl-s,4,16,1,192,681479,3549
list-i-m,8,16,1,384,825610,2150
list-d-m,8,16,1,384,480709,1251
list-il-m,8,16,1,384,3278861,8538
list-dl-m,8,16,1,384,2413041,6283
list-i-s,8,16,1,384,501128,1305
list-d-s,8,16,1,384,279713,728
list-il-s,8,16,1,384,2870781,7475
list-dl-s,8,16,1,384,2298411,5985
list-i-m,12,16,1,576,984817,1709
list-d-m,12,16,1,576,1022652,1775
list-il-m,12,16,1,576,6407721,11124
list-dl-m,12,16,1,576,3433711,5961
list-i-s,12,16,1,576,826345,1434
list-d-s,12,16,1,576,390112,677
list-il-s,12,16,1,576,5228935,9078
list-dl-s,12,16,1,576,6008759,10431
list-i-m,2,32,1,192,193092,1005
list-d-m,2,32,1,192,234971,1223
list-il-m,2,32,1,192,842598,4388
list-dl-m,2,32,1,192,721005,3755
list-i-s,2,32,1,192,226948,1182
list-d-s,2,32,1,192,184167,959
list-il-s,2,32,1,192,898382,4679
list-dl-s,2,32,1,192,634079,3302
list-i-m,4,32,1,384,570094,1484
list-d-m,4,32,1,384,546093,1422
list-il-m,4,32,1,384,3725761,9702
list-dl-m,4,32,1,384,2668689,6949
list-i-s,4,32,1,384,479378,1248
list-d-s,4,32,1,384,380221,990
list-il-s,4,32,1,384,2665155,6940
list-dl-s,4,32,1,384,3272231,8521
list-i-m,8,32,1,768,1685758,2194
list-d-m,8,32,1,768,1493117,1944
list-il-m,8,32,1,768,10173961,13247
list-dl-m,8,32,1,768,9947086,12951
list-i-s,8,32,1,768,1302848,1696
list-d-s,8,32,1,768,877125,1142
list-il-s,8,32,1,768,13192005,17177
list-dl-s,8,32,1,768,7601436,9897
list-i-m,12,32,1,1152,2572086,2232
list-d-m,12,32,1,1152,2343834,2034
list-il-m,12,32,1,1152,18995441,16489
list-dl-m,12,32,1,1152,14940138,12968
list-i-s,12,32,1,1152,2282905,1981
list-d-s,12,32,1,1152,1722165,1494
list-il-s,12,32,1,1152,23076996,20032
list-dl-s,12,32,1,1152,19323782,16774
list-il-none,2,64,1,384,1973254,5138
list-i-m,2,64,1,384,515577,1342
list-d-m,2,64,1,384,488473,1272
list-il-m,2,64,1,384,3782579,9850
list-dl-m,2,64,1,384,2893178,7534
list-i-s,2,64,1,384,382142,995
list-d-s,2,64,1,384,270821,705
list-il-s,2,64,1,384,2384831,6210
list-dl-s,2,64,1,384,2089084,5440
list-i-m,4,64,1,768,1405821,1830
list-d-m,4,64,1,768,1341836,1747
list-il-m,4,64,1,768,14064720,18313
list-dl-m,4,64,1,768,7814809,10175
list-i-s,4,64,1,768,854923,1113
list-d-s,4,64,1,768,790800,1029
list-il-s,4,64,1,768,11067076,14410
list-dl-s,4,64,1,768,8380005,10911
list-i-m,8,64,1,1536,3801891,2475
list-d-m,8,64,1,1536,3650142,2376
list-il-m,8,64,1,1536,48247105,31410
list-dl-m,8,64,1,1536,38302552,24936
list-i-s,8,64,1,1536,2621859,1706
list-d-s,8,64,1,1536,2139041,1392
list-il-s,8,64,1,1536,39942094,26003
list-dl-s,8,64,1,1536,29727468,19353
list-i-m,12,64,1,2304,6700312,2908
list-d-m,12,64,1,2304,6642998,2883
list-il-m,12,64,1,2304,89048632,38649
list-dl-m,12,64,1,2304,86186069,37407
list-i-s,12,64,1,2304,5331671,2314
list-d-s,12,64,1,2304,4204866,1825
list-il-s,12,64,1,2304,98581531,42787
list-dl-s,12,64,1,2304,85619246,37161
list-none-m,1,1000,1,3000,5082591,1694
list-none-s,1,1000,1,3000,4993539,1664
list-none-m,2,1000,1,6000,27025265,4504
list-none-s,2,1000,1,6000,22233311,3705
list-none-m,4,1000,1,12000,99051106,8254
list-none-s,4,1000,1,12000,84698446,7058
list-none-m,8,1000,1,24000,462828555,19284
list-none-s,8,1000,1,24000,319166162,13298
list-none-m,16,1000,1,48000,2006518917,41802
list-none-s,16,1000,1,48000,1183567347,24657
list-none-m,32,1000,1,96000,8044335218,83795
list-none-s,32,1000,1,96000,5403424949,56285
list-none-m,12,1000,1,36000,1154917455,32081
list-none-s,12,1000,1,36000,837828837,23273
list-none-m,24,1000,1,72000,4836978704,67180
list-none-s,24,1000,1,72000,2518932425,34985
